date,user_name,text
1/14/2021 6:54,@kicaupapua,"Mari Kenali Cara Kerja Vaksin Sinovac Lawan Virus Vorona â€“ Portal Nawacita
#covid-19
#vaksinasi
#CoronaVac https://t.co/Qx4QyNZC3l"
1/14/2021 6:57,Andri Supriatna,"Zed Stp Indonesia
Sukseskan Vaksinasi

#vaksinasi 
#vaksinasimelawanpandemi @ Polres Lebak https://t.co/lOh5bU8Kf5"
1/14/2021 6:59,Aceh News,Besok Pemerintah Aceh Vaksinasi Perdana Covid-19 https://t.co/lfWlm3gBmz #VaksinasiDimulai #vaksinasi @nirina_zubir
1/14/2021 6:59,Andri Supriatna,"Sukseskan Vaksinasi ðŸ‡²ðŸ‡¨

#vaksinasi 
#vaksinasimelawanpandemi @ Polres Lebak https://t.co/hMBkP6oKsg"
1/14/2021 7:00,BaBe - Baca Berita,"Raffi Ahmad Nongkrong Tanpa Prokes Usai Divaksin, Ienas Tsuroiya: Emang Gak di Briefing Dulu? #RaffiAhmadâ€¦ https://t.co/FhIQEMeWfz"
1/14/2021 7:03,MNC Trijaya 104.6 FM,"Lantas sudahkah Anda menyiapkan diri untuk vaksinisasi Covid-19? 

Saksikan TRIJAYA HOT TOPIC PETANG dengan topik Vâ€¦ https://t.co/WuJJbNzLRg"
1/14/2021 7:04,PDI Perjuangan,Sudah menjadi komitmen PDI Perjuangan untuk mendukung Program Vaksinasi Covid-19 Pemerintah. #VaksinYoVaksinâ€¦ https://t.co/F622sw8pyB
1/14/2021 7:14,LPPL Radio Suara Sidoarjo,"EMIL DARDAK WAKIL GUBERNUR MEWAKILI VAKSINASI COVID-19 DI JAWA TIMUR

Selengkapnya : https://t.co/qJH65gTKIfâ€¦ https://t.co/NzteDhzKza"
1/14/2021 7:16,heris,"2021 jualan vaksin aja kali yah !!?
#vaksin https://t.co/AlTOUYBXS6"
1/14/2021 7:18,BP2D Jabar | #75TahunJabar,"Wargi, vaksin Covid-19 yang digunakan telah melalui uji klinik fase tiga; terbukti keamanan, khasiat, dan mutunya sâ€¦ https://t.co/1XsKiNy0Zj"
1/14/2021 7:19,projer,"@nahdlatululama  Tolak Tegas Kampanye Anti #Vaksin #COVID19 

#vaksindimulai https://t.co/KvEg8gTrk3"
1/14/2021 7:20,iNews.id,"Gubernur Sumbar Batal Menerima Vaksin Pertama karena Riwayat Hipertensi 

#Vaksin #Sumbar #iNewsid

https://t.co/kPnfEsDxmH"
1/14/2021 7:21,The Rap Up!,"Aku yang takut jarum pas disuntik vaksin ðŸ™ˆðŸ™ˆ

#therapupindonesia
#therapup
#rapup
#vaksin https://t.co/xNNiCoQ7RK"
1/14/2021 7:22,Wahnu Widya,Btw vaksinasi buat perantau gimana ya sistemnya? KTP sama tempat tinggal kan beda. #VaksinYoVaksin #VaksinasiDimulai #Vaksin
1/14/2021 7:24,VIVAcoid,"Melalui akun instagram resminya, Raffi Ahmad meminta maaf kepada masyarakat termasuk kepada Presiden Joko Widodo atâ€¦ https://t.co/RbPWnObd3B"
1/14/2021 7:25,Batam Pos,"Vaksin Sudah Ada, Sekjen MUI: Tetap Harus 5 Sehat, 6 Sempurna https://t.co/LS3CR4XLjZ via @harianbatampos 

#vaksinhalal #vaksin"
1/14/2021 7:27,Batam Pos,"Vaksinasi Covid di Kepri Dimulai, Hari Pertama 27 Orang Dapat Vaksin https://t.co/g3djMGqA1A via @harianbatamposâ€¦ https://t.co/nqjaFzdQ9n"
1/14/2021 7:27,MauJadiHalalmu,"Raffi vaksin bareng jokowi, tujuannya itu untuk menaikan Vaksin tersebut. Vaksinnya lagi pansos. Gituh gengs.ðŸ˜„
Yg bâ€¦ https://t.co/w9DkKAhEsZ"
1/14/2021 7:28,BP2D Jabar | #75TahunJabar,".
Pemerintah melakukan berbagai upaya menghadirkan vaksin dan vaksinasi Covid-19 bertahap untuk melindungi masyarakâ€¦ https://t.co/MAy9btSX1n"
1/14/2021 7:28,Ayu,Ayo sukseskan program vaksinasi Covid-19 #Indonesia #Covid19 #Vaksin https://t.co/vjFVjsvnDT
1/14/2021 7:29,Batam Pos,"Tolak Vaksin, Ribka Tjiptaning Sempat Ditegur Keras Partainya https://t.co/n8rXEl5hOV via @harianbatampos 

#Vaksin  #RibkaTjiptaning"
1/14/2021 7:29,IslamToday ID,"Menkes: Jangan Ada Ancaman Pidana untuk Warga Penolak Vaksin

#menkes #vaksin

https://t.co/BWs3IpC05m"
1/14/2021 7:36,Randuhati,"Indonesia dibawah kepemimpinan @jokowi lebih maju didepan, ketika bsnysk negara lain belum berhadil mendapatkan vakâ€¦ https://t.co/LsHq3XXFcc"
1/14/2021 7:41,Mahmud Syaltout,"Vaksinnya gratis? Siap! 
Berbayar? Siap! 
Harga gak masalah! 
Asal murah. ðŸ˜

#sikap #vaksin #vaksinasi #imunisasi https://t.co/HY2SnqfXfP"
1/14/2021 7:42,simmanews,perkataan Ariel Noah tentang vaksin Covid-19 : saya lebih baik duluan.. selengkapnya disini https://t.co/1QDZIg8QQfâ€¦ https://t.co/kx5ucuOrbk
1/14/2021 7:42,Lampung Post (Official),"Ketua DPRD  Provinsi Lampung, Mingrum Gumay, menjadi orang pertama yang disuntik vaksin Covid-19 di Provinsi Lampunâ€¦ https://t.co/RsMzJ2JoHZ"
1/14/2021 7:45,Muhammadiyah,"Vaksin merupakan salah satu upaya standar dalam penanganan wabah. Terkait dengan vaksin, Muhammadiyah melakukan upaâ€¦ https://t.co/QUhbF5Jyz1"
1/14/2021 7:55,Tanya Vaksinasi,"Premarital Vaccine &amp; Check-up : Untuk Rumah Tangga Sehat

#Vaksin #Vaksinasi #premaritalvaccination #pranikahâ€¦ https://t.co/3nHJNNcKtN"
1/14/2021 8:02,Nur Juned,"@kompascom @jokowi Gak apa, mungkin kemarin ente dalam pengaruh Narkoba. Jokowi maklum kok. #vaksin #indonesiaterserah"
1/14/2021 8:03,Nur Juned,"@CNNIndonesia Karenadalam pengaruh Narkoba, dia lupa gak pake masker tuh #Vaksin #indonesiaterserah"
1/14/2021 8:03,Nur Juned,@detikcom Pesta Narkoba kali yak? #indonesiaterserah #Vaksin
1/14/2021 8:05,Nur Juned,@kompascom Lagi dalam pengaruh Narkoba. maklum aja lah! #indonesiaterserah #Vaksin
1/14/2021 8:05,Nur Juned,"@CNNIndonesia Maaf Bro, gua lagi fly malem tadi! Gitu kira2 bilangnya ya? #indonesiaterserah #Vaksin"
1/14/2021 8:07,Nur Juned,@kompascom Check rambut tuh... pake Narkoba kali! #indonesiaterserah #Vaksin
1/14/2021 8:12,KuLakiLu,"KAMU TIM MAU DIVAKSIN
ATAU MAU DISAYANG

#Vaksin"
1/14/2021 8:12,nyedulur,"Akhirnya Raffi Ahmad Minta Maaf, Berdalih Foto di Luar Sepengetahuan, Lepas Masker sebelum Makan

#RaffiAhmadâ€¦ https://t.co/XkYhGXxGvQ"
1/14/2021 8:13,BaBe - Baca Berita,"Ribka Tjiptaning Tolak Divaksinasi COVID-19, PDIP: Itu Sikap Pribadi #RibkaTjiptaning #Vaksinasi #Vaksin #PDIPâ€¦ https://t.co/BzMeMIy0lQ"
1/14/2021 8:13,Ramadhan Wisnu Murti,Ada apa sih dengan orang-orang? Gue kan cuma nanya kenapa malah gue yang direndahkan seperti ini? Kenapa pergi empaâ€¦ https://t.co/JDkzUEaUMq
1/14/2021 8:16,Hafizhul Qisthi,"dan masih ada PUBLIC FIGURE sok menegur, hellow??? ya lu bisa liat dong keseharian nya di tv kayak gimana. Pertanyaâ€¦ https://t.co/7VZplfuIU7"
1/14/2021 8:18,hasillaut,"Memiliki persamaan dan permasalahan yang sama.
strategi : ICS , Portable Cold Storage / solar-powered cold storageâ€¦ https://t.co/ndoHWRjeX3"
1/14/2021 8:20,iNews.id,"Usai divaksin, Edy Rahmayadi merasa kondisi fisiknya semakin sehat.

#Vaksin #Sumut #iNewsid 

https://t.co/5tFWuIJJlb"
1/14/2021 8:24,Nur Juned,"@detikcom @detikHealth Coba kalo dia cuma pemakai Narkoba. Coba kalo dia Ulama, pasti jadi tersangka deh #Vaksin #Indonesiaterserah"
1/14/2021 8:26,Kita Sayang Pakde,Dengan ada nya kartu ini semua rakyat Indonesia akan kembali dijadwalkan untuk vaksinasi kedua dan semoga Allah SWTâ€¦ https://t.co/Fdp222P8DN
1/14/2021 8:28,kupas_tuntas.co,Pemerintah Provinsi Lampung menggelar kickoff atau vaksinasi Covid-19 untuk pertama kalinya. Vaksinasi yang diperunâ€¦ https://t.co/XBOwyIGSU6
1/14/2021 8:32,KVision,"#MNCBank #ProtokolKesehatan #HidupSehat #NewNormal
#Vaksinasi #3M #KenyamananKeamanan #JanganLengah #Covid_19

IGâ€¦ https://t.co/yFoJnZNmZD"
1/14/2021 8:37,parade.id,"Vaksin Tidak Wajib di Negara Lain, Benarkah?

https://t.co/chSUvTWFnB

#Nasional #Politik #Kesehatan #Vaksin"
1/14/2021 8:38,Pikiran Rakyat,"Usai Ditegur Banyak Pihak karena Langgar Prokes, Raffi Ahmad Minta Maaf dan Akui Kesalahannyaâ€¦ https://t.co/1G8oJOTm8L"
1/14/2021 8:39,irwan koto,"sekarang vaksin udah gak dapat bubur kacang ijo tp dapat susu murni loh...
#Vaksin https://t.co/ALrvQAv2CR"
1/14/2021 8:39,sultantv.co,"Saat dilakukan pengecekan kesehatan untuk vaksinasi Kamis (15/1), Walikota Serang, Syafrudin dinyatakan gagal untukâ€¦ https://t.co/3xBtU5hnNd"
1/14/2021 8:41,Yudha Manggala P Putra,"Nggak sadar pernah terjangkit Covid-19, terus divaksin? Efeknya apa kira-kira?
â €â €â €â €â €â €â €â €â €
#Vaksin #vaksincovid19â€¦ https://t.co/uG2qgCEzKB"
1/14/2021 8:48,Berita Covid,#Vaksinasi Covid-19 Perdana di Jawa Barat - Republika Online #Covid #Covid19 https://t.co/XwTIycefQd
1/14/2021 8:48,Berita Covid,"#Vaksinasi Covid-19 Dimulai, Grab Harap Para Mitra Jadi Bagian Sasaran Prioritas - https://t.co/1hFRey6UPt #Covidâ€¦ https://t.co/36tFIC7o2k"
1/14/2021 8:53,kupas_tuntas.co,Pemerintah Provinsi Lampung telah selesai menggelar kickoff atau vaksinasi tahap pertama yang diperuntukkan kepadaâ€¦ https://t.co/OelRmmi4KN
1/14/2021 8:55,Sri Viral,"Mari lawan berita hoax tentang Vaksin Covid-19 dari orang"" yang suka nyinyir dan bertentangan dengan kebijakan Pemeâ€¦ https://t.co/i9u3ZYb0eU"
1/14/2021 9:02,IniGresik,10 Warga Gresik Divaksin COVID-19 Perdana Pada 15 Januari #vaksin #gresik #news #inigresik  https://t.co/yVZNQfCKCT
1/14/2021 9:03,Official RCTI,"MNC Bank menjalankan prokes utk memberikan kenyamanan dan keamanan kepada semua pihak tanpa terkecuali.

MNC Bank,â€¦ https://t.co/YuS6gcZF0B"
1/14/2021 9:04,MNC Channels,"mencuci/membersihkan tangan.

MNC Bank menjalankan prokes utk memberikan kenyamanan dan keamanan kepada semua pihakâ€¦ https://t.co/gsKuQJWVSN"
1/14/2021 9:07,SO JHON KYUN,"Kata siapa tadi kalo disuntik vaksin gajadi titan?
ðŸ˜”
W Di Suntik #Vaksin jadi Titan ðŸ˜” https://t.co/F92YUiIflw"
1/14/2021 9:10,MNC Trijaya 104.6 FM,"Sedang berlangsung siaran Trijaya Hot Topic Petang di Radio MNC Trijaya. 
â£#Vaksin #Vaccine #Sinovac #Covid19 

Kliâ€¦ https://t.co/EuLEFAtl1J"
1/14/2021 9:12,Diskominfo Jabar,"Sobat, ada beberapa informasi yang perlu kalian ketahui tentang vaksin nih~
.
Sebenarnya, berapa kali ya vaksin corâ€¦ https://t.co/7AXEcbEBwR"
1/14/2021 9:16,lukas cw ðŸ‡®ðŸ‡©,Saya siap di #Vaksin âœŠðŸ¤© https://t.co/axXRaj2aDy
1/14/2021 9:18,Lembaga Survei KedaiKOPI,"Presiden Jokowi dan beberapa orang lainnya mendapatkan vaksinasi CoronaVac gelombang pertama. 

Lalu, siapa saja yaâ€¦ https://t.co/RUujNQgpXl"
1/14/2021 9:18,MNC Trijaya 104.6 FM,Bagaimana review vaksinasi yang dilakukan perdana pada tanggal 13 Januari 2020 yang dilakukan oleh Presiden Joko Wiâ€¦ https://t.co/SoBkAHxM2H
1/14/2021 9:20,iNews.id,"Novelis dan vokalis band indie Sarasvati, Risa Saraswati, termasuk satu dari 10 orang yang menjalani suntik vaksinaâ€¦ https://t.co/rMMZXaUX28"
1/14/2021 9:21,MNC Trijaya 104.6 FM,Bagaimana proses vaksinasi dan reaksi yang dirasakan Dr. Tirta Mandira Hudhi setelah melakukan vaksin covid-19?â€¦ https://t.co/7ZTZjt6khd
1/14/2021 9:22,haryo al fajr,pasti ada beberapa persen dari yg menolak vaksin sebenernya cuma takut jarum suntik aja.. ngaku ajig! #vaksin
1/14/2021 9:24,Beepdo,"Video: Raffi Ahmad Hadiri Acara Setelah Vaksinasi, Ini Kata Ivan Gunawan https://t.co/Nqw9pD8xpFâ€¦ https://t.co/2yi4RaXHJ5"
1/14/2021 9:24,InfoHondaMobil âž¡ï¸,"wani di vaksin lek maringunu kabeh urip true normal not new normal.
#vaksin #truenormal #hakasasimanusia"
1/14/2021 9:25,Imam Nugroho,"Ribka tjiptaning yg selama ini dimusuhi brp kelompok karna dianggap PKI, bakal jd bintang baru nih. Harus buru2 diâ€¦ https://t.co/dktGoMVKC8"
1/14/2021 9:26,MNC Trijaya 104.6 FM,Apa pesan yang disampaikan Dr. Tirta Mandira Hudhi sebagai seorang relawan vaksinasi dan influencer untuk masyarakaâ€¦ https://t.co/yHlk97JrN7
1/14/2021 9:28,@pujatvaceh,"Dinkes Aceh Utara Siapkan Ruangan Penyimpanan Vaksin Covid-19

https://t.co/p4iDV7bpMT

#pujatvaceh #pujatvâ€¦ https://t.co/dTAShXvKXj"
1/14/2021 9:29,Kabar Lambeh,"ANGGOTA DPR RIBKA Tjiptaning
Tak Mau di Vaksin,
Penolakan Vaksinasi Yang Tak Mendasar Dari Ribka Tak Perlu Di Dengaâ€¦ https://t.co/p6MsakdOb3"
1/14/2021 9:33,MNC Trijaya 104.6 FM,"Bagaimana proses sertifikasi halal Vaksin Sinovac yang dijalankan MUI? #Vaksin #Vaccine #Sinovac #Covid19 

Saksikaâ€¦ https://t.co/UhT1hHaRpI"
1/14/2021 9:34,Kabar Lambeh,"Ribka  Tjiptaning Jangan Cuman Ngebacot Mulut Anda,
Berimakan alasan Yang Masuk Akal Kalau Anda menolak Vaksin,

Anâ€¦ https://t.co/txQq8cJDrC"
1/14/2021 9:37,BigBos,"Waktu semakin dekat, 
Sudah sampai mana persiapan kalian gaes.. 
Yuk ikuti kelas Online GO
Lg ada promo yaa
Cukup 4â€¦ https://t.co/GeG8AHldCz"
1/14/2021 9:37,Misbah Al Jawiyu,"Logika Sederhana:
#Vaksin itu bukan solusi.
Tapi sebagai ""Ikhtiar"" manusia dalam menghadapi wabah #COVIDãƒ¼19 

Ikhtiâ€¦ https://t.co/2rllqsyWkX"
1/14/2021 9:39,Mr._GoBs_,"Dikatakan kita tercipta dari tanah, lalu makan dari tanah, mati kembali ke taanah, lantas apa yang membuat manusiaâ€¦ https://t.co/Fb6xf9laSC"
1/14/2021 9:48,MNC Trijaya 104.6 FM,Bagaimana mengedukasi masyarakat mengenai Kejadian Ikutan Pasca Imunisasi menurut Dr. Siti Nadia Tarmizi? #Vaksinâ€¦ https://t.co/hg2CzceL0Z
1/14/2021 9:48,BaBe - Baca Berita,Istana Segera Tegur Raffi Ahmad yang Keluyuran Usai Divaksin #RaffiAhmad #Vaksinasi #MencuciTangan #Vaksinâ€¦ https://t.co/vumAZEPr0V
1/14/2021 9:54,LAPOR! 1708,"Jika Sahabat mempunyai aspirasi, aduan maupun permintaan informasi terkait pelaksanaan pemberian vaksin COVID-19 diâ€¦ https://t.co/Bfqx6oGw8y"
1/14/2021 9:56,sultantv.co,Ketua DPR-RI Puan Maharani berharap agar seluruh pemuka agama dapat turut menyukseskan kegiatan vaksinasi Covid19 yâ€¦ https://t.co/35DVXKGqUZ
1/14/2021 10:00,Indonesia Baik,"Pada Selasa (12/1), bahan baku vaksin #COVID19 telah tiba di Indonesia.

Ini adalah kedatangan vaksin Sinovac yangâ€¦ https://t.co/tWPltx6Glf"
1/14/2021 10:00,Muhammadiyah,Di Muhammadiyah sendiri dalam melakukan analisa keilmuan terhadap vaksin tersebut dilakukan bertahap selama 2 hari.â€¦ https://t.co/xrff7i7pRc
1/14/2021 10:01,Keciksejagat,"@jokowi Saya Mau Divaksin asal jika Semua akan kembali seperti semulaðŸ˜·
Untuk apa kalo divaksin kalau jika masih samâ€¦ https://t.co/268aBROaOw"
1/14/2021 10:01,kumparanMOM,"Perjuangan melawan virus corona tak akan mudah jika tidak dilakukan bersama-bersama. Yuk, #BersamaKitaVaksin agar pâ€¦ https://t.co/UnDc1wju2h"
1/14/2021 10:04,Humaira Anwar,"Dilema baru setelah vaksin teruji klinis dan halal: takut jarum suntik ðŸ˜­ðŸ˜­ðŸ˜­

#vaksinasi #VaksinasiNasional #sinovac #Indonesia"
1/14/2021 10:04,Bhayangkari PR Limpung,#Bhayangkarisiapdivaksincovid19 dan persiapkan dirimu untuk berpartisipasi dalam program vaksin COVID-19!â€¦ https://t.co/ucotV8YXxM
1/14/2021 10:06,BaBe - Baca Berita,Ariel NOAH Disuntik Vaksin Corona Ditemani Ridwan Kamil #arielnoah #EfekSampingVaksin #Vaksin #RidwanKamilâ€¦ https://t.co/arsjtHkDaF
1/14/2021 10:08,Lampung Post (Official),"Pemkot Bandar Lampung akan melaksanakan pemberian vaksin Covid-19, pada Jumat, 15 Januari 2021, pukul 08.30 WIBâ€¦ https://t.co/0VbFCX23Hn"
1/14/2021 10:11,Lampung Post (Official),"Namun, Nunik, sapaan akrabnya, tengah sakit, sehingga tidak jadi mengikuti vaksinasi covid-19 saat ini.
#COVID19â€¦ https://t.co/xrsvlDEL5W"
1/14/2021 10:16,DDTCNews,"Selain memperpanjang masa pemberlakuan 4 insentif PPh yang telah diatur dalam PP 29/2020, pemerintah juga memberikaâ€¦ https://t.co/UmXpIuK0sN"
1/14/2021 10:17,MNCTV,"MNC Bank menjalankan prokes utk memberikan kenyamanan dan keamanan kepada semua pihak tanpa terkecuali.

MNC Bank,â€¦ https://t.co/7pCuy0J3jd"
1/14/2021 10:22,Serambi Indonesia,"#Vaksin #VirusCorona #Covid-19 #NaganRaya |

Data yang telah masuk sebanyak 1.900 orang lebih nakes. 
https://t.co/xTZyxkVG5L"
1/14/2021 10:31,BaBe - Baca Berita,"Tak Pakai Masker Usai Vaksinasi Covid-19, Raffi Ahmad Minta Maaf ke Jokowi #RaffiAhmadLanggarProkes #Vaksinasiâ€¦ https://t.co/Q5QGWQ2Bny"
1/14/2021 10:34,gopos.id,Gubernur Gorontalo Cek Kesiapan Lokasi Vaksinasi #Vaksin Covid19 https://t.co/MIsm1VaUS8
1/14/2021 10:42,SampaiJauhcom,"â€œDengan ikut serta divaksin tindakan lebih nyata, silakan dilihat. Dan berita-berita (hoaks) beredar itu gak terbukâ€¦ https://t.co/GiVPwFIM6e"
1/14/2021 10:54,BaBe - Baca Berita,Raffi Ahmad Akui Efek yang Ia Rasakan Usai Divaksin #RaffiAhmad #RafatharMalikAhmad #NagitaSlavina #LoveisCintaâ€¦ https://t.co/pek8CuItcp
1/14/2021 10:59,Rakyat Merdeka,"Update Data Perkembangan Virus Corona (Covid-19) 14 Januari 2021

#SatgasCovid19 #pakaimasker #jagajarakâ€¦ https://t.co/bxxjqjZgjI"
1/14/2021 11:00,VIVAcoid,Kapolsek Kebayoran Baru AKBP Supriyanto mengatakan akan melakukan pemanggilan kepada sejumlah artis di antaranya Raâ€¦ https://t.co/g5AnhefAw6
1/14/2021 11:01,BaBe - Baca Berita,"Turki Resmi Setujui Vaksin buatan Sinovac, Langsung Vaksinasi Massal #Vaksin #EfekSampingVaksin #TenagaKesehatanâ€¦ https://t.co/C0oXZmvz9y"
1/14/2021 11:05,JAMSE_AW86,"Sukseskan vaksinasi
#sukseskanvaksinasi  #covid_19  #corona #vaksin #vaksinasi #balikpapan #indonesia #borneoâ€¦ https://t.co/rRn7VDcgRe"
1/14/2021 11:14,suarabanyumas,Pemberian #vaksin Covid-19 di Kabupaten #Banyumas rencananya dijadwalkan masuk gelombong kedua di Jateng. Kemungkinâ€¦ https://t.co/NQPP9oFJjK
1/14/2021 11:15,Lampung Post (Official),"Raffi Ahmad kedapatan melanggar Protokol Kesehatan.
#COVID19 #VaksinCovid19 #Vaksin #VaksinLolosUjiKlinisâ€¦ https://t.co/TKWDjiHEH6"
1/14/2021 11:18,Lampung Post (Official),"Sebanyak 4.632 orang dirawat di Rumah Sakit Darurat (RSD) Wisma Atlet, Jakarta Pusat, per hari ini.
#COVID19â€¦ https://t.co/IVo43iKzA0"
1/14/2021 11:20,Solitaire,"Gue bikin produk kelas kw3... Gue jual murah sambil maksa ke kacung2 gue...
Dengan segala keyakinan, gue sendiri gaâ€¦ https://t.co/ENYfXu4PkF"
1/14/2021 11:24,Ferro Sopacua,"vaksin hari pertama 

#vaccine #vaksin #vaksÃ¬ncovid19 #sinovac #bogor #kickoff #perdana #bogorlawancovid19â€¦ https://t.co/Opm3qG1uSH"
1/14/2021 11:25,Lampung Post (Official),"Bupati Pesawaran Dendi Ramadhona, menunda untuk menerima suntik vaksin sinovac.
#COVID19 #VaksinCovid19 #Vaksinâ€¦ https://t.co/aPLnQAG7NW"
1/14/2021 11:27,Pikiran Rakyat,"Pandemi Virus Corona: Bagaimana Sih Tahapan Vaksinasi Covid-19 di Indonesia?

https://t.co/4tlKWZfnHV

#pandemiâ€¦ https://t.co/3wTVREnqEr"
1/14/2021 11:30,TIMES INDONESIA,"Vokalis Band Noah, Ariel dan Risa Sarasvati, masuk dalam daftar 10 orang tokoh publik dan tenaga kesehatan akan menâ€¦ https://t.co/clFwjHp8Us"
1/14/2021 11:37,BaBe - Baca Berita,"Sherina: Halo Raffi Ahmad, Setelah Divaksin Bukan Berarti Keluyuran Rame-rame Dong #Twitter #Vaksinasi #Vaksinâ€¦ https://t.co/7Qe1hQA4QO"
1/14/2021 11:44,Bagja Prawira,"Dijamin manjur, ga bakal kecapean lagi temen-temen aktivis Tuli. Siapa yang seneng di sini kalo semua bisa tercapaiâ€¦ https://t.co/bqmTE1sQky"
1/14/2021 11:57,Polda D.I. Yogyakarta,"Kapolda D.I. Yogyakarta Irjen. Pol. Drs. Asep Suhendar, https://t.co/5PI4glj8QX., hari ini (14/1) disuntik vaksin câ€¦ https://t.co/PfcXowYGA7"
1/14/2021 12:00,TIMES INDONESIA,"Presiden RI Jokowi (Joko Widodo) menerima suntikan pertama vaksin Covid-19 Sinovac.
#vaksinsinovac #vaksÃ¬ncovid19â€¦ https://t.co/DKRYWdRMz8"
1/14/2021 12:00,Indonesia Baik,Hai SohIB! Program #Vaksinasi sudah dimulai namun #tahukahkamu ada beberapa golongan orang yang tidak boleh divaksiâ€¦ https://t.co/eBGDYinVhA
1/14/2021 12:06,Imammu,"Nanti kalo udah disuntik vaksin jadi Titan apa, ya? Maunya jadi Titan Penyerang aja deh, biar keren. #AOT #Vaksin"
1/14/2021 12:09,feelfree,#meliaplatinumserumÂ #meliaantiagingÂ #meliapremiumdayÂ #melialipcreamÂ #melialipgelmagicÂ #meliatwowaycakenaturalÂ â€¦ https://t.co/kL8SPxpDoD
1/14/2021 12:11,Validnews Indonesia,"""Pak Menteri, ada salah satu influencer diundang untuk vaksin, tapi malamnya berpesta tanpa masker dan protokol kesâ€¦ https://t.co/GOmORKX89z"
1/14/2021 12:12,Bhayangkari PR Limpung,#Bhayangkarisiapdivaksincovid19 dan persiapkan dirimu untuk berpartisipasi dalam program vaksin COVID-19!â€¦ https://t.co/KUgMLRR44j
1/14/2021 12:23,detikinet,"Selain Indonesia, ada juga negara-negara lain yang menggunakan Sinovac vaksin buatan China untuk melawan COVID-19.â€¦ https://t.co/c1rh89bVTg"
1/14/2021 12:39,KADIN Indonesia,"Update Corona: Per 14 Januari, Kasus Harian Corona di Indonesia Bertambah 11.557, info selengkapnya cekâ€¦ https://t.co/0EkZmmhCHG"
1/14/2021 12:40,ðŸƒ,Ada nggak #vaksin berupa duit
1/14/2021 12:43,RRI Surabaya,"Lhooo...kenapa ya??

#vaksin #sinovac #covid19 #pandemi #pemprovjatim #rrisurabaya #rri

https://t.co/BadPNhtIN7"
1/14/2021 12:49,Ajiteobe21,"Sebelum #VaksinasiNasional #Vaksin , mari cek video ini -&gt;
 https://t.co/9dlaH9XD1d"
1/14/2021 12:50,RRI Surabaya,"Siap di vaksin kan rek?

#vaksin #sinovac #covid19 #pandemi #rrisurabaya #rri

https://t.co/0OJcXsT4iP"
1/14/2021 13:02,Lampung Post (Official),Satgas Penanganan Covid-19 Kota Bandar Lampung tidak mengenakan sanksi denda terhadap pelanggar prokes di Kota Tapiâ€¦ https://t.co/AHYDmxvz43
1/14/2021 13:05,Get VaccsðŸ’‰,"Nah, siapa nih yang baru tahu kalau ternyata orang dewasa itu juga bisa divaksinasi? Tapi ada kondisi-kondisi terteâ€¦ https://t.co/jhFF9FJ1vM"
1/14/2021 13:09,PresisiNews,"""Hati-hati, divaksin belum berarti bebas. Divaksin kemudian mlayu (pergi) sana-sini, kena virus, naik pesawat, nulaâ€¦ https://t.co/FQ30rosmcK"
1/14/2021 13:09,COVID-19 SUMUT,"Jadi Orang Pertama Sumut yang Divaksin Covid-19, Gubernur Sumut @RahmayadiEdy: Rasanya Semakin Sehat Saya

sumber:â€¦ https://t.co/ey6idUyXy7"
1/14/2021 13:14,Mau gak jadi pacarku?,Akhirnya setelah berbagai masukan sekaligus protes dari masyarakat tentang prokes di acara #televisi yang hanya memâ€¦ https://t.co/HcLXC0r62u
1/14/2021 13:15,newsmerahputih,"@RaffiAhmadLagi tuai protes keras dari warganet.

#merahputihcom #raffiahmad #vaksin https://t.co/2L3O3m5JEW"
1/14/2021 13:17,gopos.id,Ketua dan Wakil Ketua DPRD Kabupaten Gorontalo menjadi kelompok pertama Â yang akan divaksin covid-19 di wilayah Kabâ€¦ https://t.co/TtDXh5k4HH
1/14/2021 13:18,infoseputarindo,"Masih belum yakin?
#vaksin #vaksincovid19 #sinovac #MUI #halal"
1/14/2021 13:20,abdgof,"GIVEAWAY: 1 gamis, 1 kerudung, 1 jaket, 1 topi, 10 pulsa 25K, 2 pulsa 10k dan 4 pulsa 5k utk 20 orang yg beruntungâ€¦ https://t.co/5jOmW5nLNG"
1/14/2021 13:21,windy wardani,"VAKSIN COVID19 PRODUKSI SINOVAC SUCI DAN HALAL
#vaksin #sinovachalal #vaksÃ¬ncovid19 #vaksingratisutkrakyatâ€¦ https://t.co/cHxEjMr60R"
1/14/2021 13:22,windy wardani,"MUI PASTIKAN VAKSIN COVID19 DARI SINOVAC HALAL DAN SUCI
#vaksin #sinovachalal #vaksÃ¬ncovid19 #vaksingratisutkrakyatâ€¦ https://t.co/aMVcqJSKd7"
1/14/2021 13:24,windy wardani,"ALUR 4 MEJA DI PELAKSANAAN VAKSINASI COVID19
#vaksin #sinovachalal #vaksÃ¬ncovid19 #vaksingratisutkrakyatâ€¦ https://t.co/jlK2KVjJXe"
1/14/2021 13:24,windy wardani,"PENGEMBANGAN VAKSINASI COVID19 TINGKATKAN SENTIMEN POSITIF PROSPEK PEREKONOMIAN
#vaksin #sinovachalalâ€¦ https://t.co/LeNaMv6JVz"
1/14/2021 13:25,windy wardani,"TAHAPAN VAKSINASI COVID19 DI INDONESIA
#vaksin #sinovachalal #vaksÃ¬ncovid19 #vaksingratisutkrakyatâ€¦ https://t.co/qgpaosUMe2"
